"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"SERPINB6.4",3.10927155430537e-91,-0.204125958191612,0.82,0.862,7.46131894886659e-87,"9","SERPINB6"
"PEBP1.1",3.72822409600801e-91,-0.209667529877908,0.955,0.974,8.94661936319041e-87,"9","PEBP1"
"PEPD",5.99698567273567e-91,-0.21208125590795,0.8,0.87,1.43909665188638e-86,"9","PEPD"
"EIF4A2.1",1.02891595090854e-89,-0.219125771369887,0.783,0.858,2.46908960739523e-85,"9","EIF4A2"
"FCGR1A.5",1.22434353899629e-88,-0.239772385241013,0.651,0.729,2.93805719052941e-84,"9","FCGR1A"
"CHCHD2.1",7.38538708234482e-88,0.242940793778494,0.978,0.97,1.77227133815029e-83,"9","CHCHD2"
"YWHAH.5",1.25927053371558e-87,0.207730525984603,0.999,0.99,3.02187149975728e-83,"9","YWHAH"
"NABP1.2",2.57149580594945e-87,-0.233619055553633,0.584,0.715,6.17081848553689e-83,"9","NABP1"
"ADAM28.1",3.73887646774017e-87,-0.242619020202122,0.761,0.858,8.9721818596361e-83,"9","ADAM28"
"PRDX1.2",2.98715476241927e-86,-0.220845237364314,0.998,1,7.16827528337752e-82,"9","PRDX1"
"TMEM251.4",1.55174815234647e-85,-0.220872459459548,0.546,0.666,3.72373004118582e-81,"9","TMEM251"
"GSTM3",2.30092629366983e-85,-0.234125437933062,0.606,0.74,5.5215328269195e-81,"9","GSTM3"
"SMYD3.5",4.01504978806158e-85,-0.291175402278205,0.537,0.649,9.63491497641137e-81,"9","SMYD3"
"STAB1.6",1.5360283639919e-84,-0.392224992637824,0.831,0.868,3.68600726507137e-80,"9","STAB1"
"DSTN",4.67763603155019e-84,-0.206392591723362,0.718,0.821,1.1224923184911e-79,"9","DSTN"
"USP53.3",1.73910705287018e-83,-0.239754262219222,0.57,0.681,4.17333519477256e-79,"9","USP53"
"SOD2.3",3.03869983374155e-83,-0.317371728036751,0.606,0.696,7.2919679910296e-79,"9","SOD2"
"HIST1H1C",1.04025567821809e-82,0.225651046190382,0.553,0.285,2.49630155101996e-78,"9","HIST1H1C"
"KIAA1551",2.20746213955423e-82,-0.314939690170583,0.834,0.905,5.29724689628829e-78,"9","KIAA1551"
"AP1S2.4",7.17412715646345e-81,0.211771665416752,0.948,0.855,1.72157529373653e-76,"9","AP1S2"
"TIMP2.6",1.41768088076699e-80,-0.254918805365929,0.948,0.956,3.40200880957656e-76,"9","TIMP2"
"PNRC1.2",1.75800996012966e-78,-0.246448034381273,0.872,0.938,4.21869650132314e-74,"9","PNRC1"
"MT-ND5.5",3.34250238086851e-77,-0.27773093011262,0.992,0.997,8.02100296337016e-73,"9","MT-ND5"
"BLVRB.4",2.03421533313537e-76,-0.256002072742863,0.888,0.913,4.88150653492496e-72,"9","BLVRB"
"TNFRSF14.4",5.7560884179353e-76,-0.228735497087512,0.585,0.694,1.38128853765193e-71,"9","TNFRSF14"
"LY96.6",1.06549779719869e-75,-0.269842484883836,0.659,0.746,2.55687506393769e-71,"9","LY96"
"S100B.3",1.29560089207944e-75,-0.308011286440022,0.999,0.997,3.10905346072304e-71,"9","S100B"
"ASGR2.4",1.37254491977601e-75,0.210284914115759,0.976,0.918,3.2936960439865e-71,"9","ASGR2"
"HIST1H4C.8",1.413350942038e-75,0.436389826191658,0.84,0.692,3.3916182556086e-71,"9","HIST1H4C"
"CNFN",5.11938843535073e-75,-0.202963884903119,0.509,0.663,1.22849964283112e-70,"9","CNFN"
"SH3BGRL",6.15920684679156e-75,-0.204372038040352,0.997,0.998,1.47802486702457e-70,"9","SH3BGRL"
"DOCK4.3",2.92821006674049e-74,-0.21255360121105,0.802,0.88,7.02682569715715e-70,"9","DOCK4"
"TREM2.7",6.67789496371747e-74,-0.340056494206078,0.891,0.865,1.60249445444328e-69,"9","TREM2"
"MTRNR2L1.6",1.90674849207953e-73,-0.418984799882995,0.913,0.957,4.57562435644324e-69,"9","MTRNR2L1"
"IRF8.1",1.94878207158907e-73,0.21304803604534,0.932,0.792,4.67649233719229e-69,"9","IRF8"
"PLAC8.4",5.86191124928083e-73,0.245807547121619,0.974,0.889,1.40668284248992e-68,"9","PLAC8"
"ATP6AP2.3",3.25520961486698e-71,-0.225126608255987,0.992,0.997,7.81152651279629e-67,"9","ATP6AP2"
"MSR1.4",3.39511759076296e-70,-0.25087367572308,0.24,0.368,8.14726368255388e-66,"9","MSR1"
"NPL.6",6.08715776103555e-70,-0.245826459111128,0.553,0.639,1.4607352479157e-65,"9","NPL"
"TXN.2",5.71560917584984e-69,-0.224910558719561,0.971,0.982,1.37157473392869e-64,"9","TXN"
"SNHG8",1.20924526062121e-68,-0.20121260394542,0.938,0.959,2.90182585191272e-64,"9","SNHG8"
"IL1B.3",4.31886818285767e-68,-0.336511582605906,0.684,0.795,1.03639879784036e-63,"9","IL1B"
"PTPRE.2",2.88109990575511e-67,-0.249938552903738,0.771,0.841,6.91377544384054e-63,"9","PTPRE"
"HMGCS1.3",1.56763700148129e-65,0.260011047019907,0.674,0.468,3.76185851245466e-61,"9","HMGCS1"
"ZMAT3.2",1.65484524343978e-65,-0.274601121148327,0.687,0.786,3.97113213068244e-61,"9","ZMAT3"
"LGMN.5",3.09647634725146e-64,-0.225366836482469,0.474,0.557,7.43061429049933e-60,"9","LGMN"
"MTRNR2L12.5",1.46446912875203e-63,-0.264600569128839,0.998,0.997,3.51428656826625e-59,"9","MTRNR2L12"
"SAT1.6",2.60320457308824e-63,-0.290837505835872,0.999,1,6.24691001403984e-59,"9","SAT1"
"SERPINF1.4",4.24769169657065e-63,-0.234165317747279,0.929,0.937,1.01931857642606e-58,"9","SERPINF1"
"MTRNR2L8.6",2.76650546700027e-61,-0.284149044682686,0.985,0.988,6.63878316916054e-57,"9","MTRNR2L8"
"SELENOP.6",3.96710117496428e-60,-0.316351486408604,0.24,0.353,9.51985268956177e-56,"9","SELENOP"
"CTSD.7",4.49218266792123e-60,-0.45916333126728,0.985,0.99,1.07798907482106e-55,"9","CTSD"
"FABP5.5",4.27321028813026e-59,-0.266211641146999,0.922,0.946,1.02544227284262e-54,"9","FABP5"
"CD68.6",4.72283878459434e-58,-0.288309999370158,0.926,0.924,1.1333396231391e-53,"9","CD68"
"ENTPD1.1",6.06601139574723e-58,-0.221687279306866,0.697,0.803,1.45566075463746e-53,"9","ENTPD1"
"CXCL16.3",6.67706274066465e-57,-0.213764913916251,0.516,0.661,1.6022947458773e-52,"9","CXCL16"
"BTG2.1",1.12752972783996e-56,0.202032014516618,0.913,0.808,2.70573308789756e-52,"9","BTG2"
"SQLE.4",5.03983791713551e-55,0.218048172325026,0.703,0.505,1.20940990497501e-50,"9","SQLE"
"MSMO1.3",1.82970846861743e-54,0.204383983069616,0.607,0.44,4.39075141214125e-50,"9","MSMO1"
"LGALS3.6",4.60105208574316e-53,-0.290148527066822,0.292,0.415,1.10411446901579e-48,"9","LGALS3"
"CTSL.6",1.45513317592645e-52,-0.392426183979866,0.676,0.704,3.49188308227071e-48,"9","CTSL"
"MS4A7.4",3.00857149450442e-52,-0.353423555462063,0.868,0.878,7.21966901536227e-48,"9","MS4A7"
"CKB.6",1.5971955567572e-50,-0.259063028100185,0.525,0.654,3.83279017755024e-46,"9","CKB"
"COMT",2.32548493741571e-50,-0.211959146904451,0.611,0.697,5.58046620431648e-46,"9","COMT"
"MARCKSL1.2",3.2726387972045e-50,-0.206820341949393,0.778,0.806,7.85335132165164e-46,"9","MARCKSL1"
"SRGN.6",3.95563036137186e-49,-0.268139714619594,0.996,0.996,9.49232617818406e-45,"9","SRGN"
"MT-ATP6.3",4.27558847711359e-49,0.280927309147596,1,1,1.02601296685295e-44,"9","MT-ATP6"
"INSIG1.3",1.03779356084328e-47,0.202197814836185,0.677,0.484,2.49039320795563e-43,"9","INSIG1"
"CALR.1",3.05935680777782e-47,0.226279329617502,0.994,0.983,7.34153853162443e-43,"9","CALR"
"GPNMB.8",1.82299553065809e-45,-0.649473226082093,0.133,0.225,4.37464237492022e-41,"9","GPNMB"
"IGF1.6",5.64257823678915e-43,-0.225981266224906,0.527,0.583,1.35404949948229e-38,"9","IGF1"
"CTSB.7",1.97092650898554e-42,-0.336138872425986,0.985,0.977,4.7296323436126e-38,"9","CTSB"
"RNASE2.5",5.3988590354073e-41,0.250150690919438,0.695,0.482,1.29556420272669e-36,"9","RNASE2"
"TGFBR1.6",3.27690157946675e-40,-0.204334510561339,0.925,0.932,7.86358072024636e-36,"9","TGFBR1"
"GPR84.4",1.50790570257872e-39,-0.235179643069161,0.788,0.827,3.61852131447815e-35,"9","GPR84"
"DNASE2.6",6.22378689572431e-39,-0.201130017835519,0.846,0.858,1.49352214136696e-34,"9","DNASE2"
"CCL3.7",2.41566043610174e-38,-0.356004439079005,0.154,0.246,5.79686034851336e-34,"9","CCL3"
"PLA2G7.6",1.48627707050952e-37,-0.251599757403279,0.642,0.679,3.56661908610169e-33,"9","PLA2G7"
"ABCA1.6",3.91642541953267e-37,-0.241737440503702,0.217,0.336,9.39824607925255e-33,"9","ABCA1"
"ISG15",2.23600306471551e-36,-0.244994467866409,0.53,0.6,5.36573655439782e-32,"9","ISG15"
"LINC01480.3",3.47715455262314e-36,-0.246401504941225,0.684,0.754,8.34412777992976e-32,"9","LINC01480"
"ARL4C.5",3.95889234188887e-35,-0.235895860614831,0.514,0.627,9.50015395283072e-31,"9","ARL4C"
"ADAMDEC1.6",6.23140499395356e-34,-0.202128271336109,0.32,0.384,1.49535025639904e-29,"9","ADAMDEC1"
"CD14.5",1.29534175563449e-32,-0.355381155539579,0.527,0.577,3.10843161099609e-28,"9","CD14"
"CPVL.4",6.58482339834986e-32,-0.20304045176855,0.736,0.756,1.58016007090202e-27,"9","CPVL"
"PPM1N.5",7.65731301349572e-32,-0.225954384513865,0.62,0.702,1.83752540384857e-27,"9","PPM1N"
"RAB42.8",9.48351417894397e-32,-0.231339591819773,0.528,0.557,2.27575889752119e-27,"9","RAB42"
"APOE.7",6.69588106118956e-29,-0.473217256409093,0.593,0.61,1.60681057825366e-24,"9","APOE"
"FCER1A.7",1.85793635052021e-28,-0.525689027946442,0.297,0.433,4.45848986034334e-24,"9","FCER1A"
"S100A9.6",5.33925437818417e-26,0.271205540526049,0.991,0.972,1.28126087313286e-21,"9","S100A9"
"CCL4.6",6.87637811299857e-15,-0.316337120642321,0.111,0.151,1.65012445577627e-10,"9","CCL4"
"LTB.6",1.08197828665859e-14,-0.284352726336967,0.471,0.536,2.59642329449461e-10,"9","LTB"
"SPP1.5",4.03501071147878e-07,-0.264158967944959,0.993,0.985,0.00968281520433562,"9","SPP1"
"HLA-DQA1.7",5.28129195699146e-07,-0.335573881598813,0.471,0.533,0.0126735163091924,"9","HLA-DQA1"
"HIST1H4C.9",0,2.64236289437836,1,0.688,0,"10","HIST1H4C"
"MKI67.9",0,2.00528652391348,0.999,0.077,0,"10","MKI67"
"TOP2A.9",0,2.00161445929843,1,0.235,0,"10","TOP2A"
"HMGB2.8",0,1.83963707300395,1,0.51,0,"10","HMGB2"
"TUBB.8",0,1.7467428311371,1,0.959,0,"10","TUBB"
"CENPF.8",0,1.7387164959854,0.996,0.17,0,"10","CENPF"
"PCLAF.9",0,1.7331472661024,1,0.168,0,"10","PCLAF"
"TYMS.9",0,1.72791746670207,0.996,0.107,0,"10","TYMS"
"STMN1.7",0,1.66185045226955,1,0.934,0,"10","STMN1"
"TUBA1B.6",0,1.55181233404093,1,0.996,0,"10","TUBA1B"
"NUSAP1.7",0,1.54084872573529,0.999,0.212,0,"10","NUSAP1"
"H2AFZ.7",0,1.50845073613323,1,0.992,0,"10","H2AFZ"
"CDK1.7",0,1.45773279621759,0.999,0.096,0,"10","CDK1"
"HMGN2.8",0,1.45489212669776,1,0.956,0,"10","HMGN2"
"TPX2.9",0,1.45210210779094,0.998,0.133,0,"10","TPX2"
"UBE2C.2",0,1.43945720490974,0.998,0.058,0,"10","UBE2C"
"RRM2.1",0,1.28732219972038,0.981,0.045,0,"10","RRM2"
"HMGB1.6",0,1.25339928867884,1,0.997,0,"10","HMGB1"
"ASPM.2",0,1.21470755061725,0.989,0.052,0,"10","ASPM"
"TUBB4B.2",0,1.18979535074169,0.996,0.619,0,"10","TUBB4B"
"SMC4.2",0,1.16299109181983,0.996,0.256,0,"10","SMC4"
"CKS1B.5",0,1.16270957471168,0.998,0.442,0,"10","CKS1B"
"H2AFX.2",0,1.16171180174466,0.996,0.3,0,"10","H2AFX"
"DUT.5",0,1.14901284253968,0.998,0.762,0,"10","DUT"
"UBE2S.1",0,1.13850960714886,0.997,0.561,0,"10","UBE2S"
"TMPO.3",0,1.13009952885747,0.998,0.595,0,"10","TMPO"
"FAM111A.1",0,1.11276720714444,0.995,0.363,0,"10","FAM111A"
"DEK.5",0,1.09803707874769,1,0.89,0,"10","DEK"
"HMMR.1",0,1.06316857007037,0.983,0.064,0,"10","HMMR"
"CENPM.2",0,1.03134918997028,0.99,0.105,0,"10","CENPM"
"BIRC5.1",0,1.00712810018363,0.992,0.061,0,"10","BIRC5"
"AURKB.1",0,0.995896060253191,0.985,0.054,0,"10","AURKB"
"CKS2.1",0,0.985035246332377,0.988,0.47,0,"10","CKS2"
"GTSE1.1",0,0.983777802884815,0.979,0.042,0,"10","GTSE1"
"PCNA.2",0,0.981242227057072,0.972,0.591,0,"10","PCNA"
"KPNA2.4",0,0.980011710440597,0.998,0.76,0,"10","KPNA2"
"CDKN3.1",0,0.975443968536531,0.977,0.063,0,"10","CDKN3"
"SMC2.2",0,0.973382892551937,0.996,0.452,0,"10","SMC2"
"NCAPG.2",0,0.960097980167039,0.983,0.049,0,"10","NCAPG"
"ZWINT.2",0,0.936381333520255,0.982,0.152,0,"10","ZWINT"
"H2AFV.3",0,0.909662664694239,1,0.967,0,"10","H2AFV"
"KNL1.2",0,0.908596982765875,0.974,0.09,0,"10","KNL1"
"TK1.2",0,0.90432194265884,0.975,0.074,0,"10","TK1"
"PTTG1.1",0,0.890356554055633,0.973,0.245,0,"10","PTTG1"
"DTYMK.2",0,0.880921685612303,0.996,0.451,0,"10","DTYMK"
"TUBA1C.3",0,0.876006677700848,0.998,0.795,0,"10","TUBA1C"
"PHF19.3",0,0.869847848885358,0.994,0.423,0,"10","PHF19"
"TMEM106C.2",0,0.857763760462991,0.969,0.198,0,"10","TMEM106C"
"CDKN2C.1",0,0.857086890768288,0.964,0.129,0,"10","CDKN2C"
"HIST1H1B",0,0.85445973618788,0.907,0.017,0,"10","HIST1H1B"
"FEN1.1",0,0.847291365472293,0.961,0.23,0,"10","FEN1"
"ANP32E.1",0,0.846195099055936,0.993,0.564,0,"10","ANP32E"
"CENPE.1",0,0.84454231969069,0.922,0.101,0,"10","CENPE"
"ATAD2.1",0,0.836615862249942,0.948,0.272,0,"10","ATAD2"
"DLGAP5.1",0,0.834334483022,0.939,0.034,0,"10","DLGAP5"
"NDC80.1",0,0.831739216110503,0.964,0.034,0,"10","NDC80"
"RRM1.1",0,0.821125056363555,0.982,0.274,0,"10","RRM1"
"CCNA2.1",0,0.816047973214646,0.962,0.063,0,"10","CCNA2"
"KIF11.1",0,0.810980809854976,0.963,0.084,0,"10","KIF11"
"NUCKS1.3",0,0.805831773950178,1,0.972,0,"10","NUCKS1"
"ANP32B.5",0,0.804477732636006,1,0.94,0,"10","ANP32B"
"ESCO2.1",0,0.797286392343565,0.967,0.068,0,"10","ESCO2"
"HELLS.1",0,0.795087915324293,0.917,0.188,0,"10","HELLS"
"RANBP1.3",0,0.794291910219737,0.999,0.838,0,"10","RANBP1"
"CLSPN.1",0,0.792305442219696,0.933,0.08,0,"10","CLSPN"
"CCNB2.1",0,0.788418670421197,0.941,0.092,0,"10","CCNB2"
"SMC1A.2",0,0.786832908952833,0.993,0.768,0,"10","SMC1A"
"IDH2.2",0,0.774134217468109,1,0.913,0,"10","IDH2"
"AURKA.1",0,0.766710209968647,0.958,0.268,0,"10","AURKA"
"PTMA.5",0,0.756603538994356,1,1,0,"10","PTMA"
"CENPA.1",0,0.743903736391426,0.933,0.05,0,"10","CENPA"
"CENPK.2",0,0.737708705870408,0.966,0.145,0,"10","CENPK"
"CCNB1.1",0,0.732059974849037,0.895,0.142,0,"10","CCNB1"
"HIST1H1D",0,0.72712441172528,0.87,0.062,0,"10","HIST1H1D"
"CDCA3.1",0,0.723428171733122,0.936,0.036,0,"10","CDCA3"
"TACC3.1",0,0.721789756720211,0.976,0.337,0,"10","TACC3"
"NASP.3",0,0.716870018806048,0.992,0.741,0,"10","NASP"
"SGO2.1",0,0.716187649126803,0.93,0.173,0,"10","SGO2"
"CENPW.2",0,0.714980238548962,0.98,0.346,0,"10","CENPW"
"CEP55.1",0,0.712797577695425,0.935,0.053,0,"10","CEP55"
"DNMT1.3",0,0.712038041499749,0.994,0.808,0,"10","DNMT1"
"PLK1.1",0,0.707565445849895,0.896,0.045,0,"10","PLK1"
"NCAPD2.1",0,0.706715275603497,0.965,0.218,0,"10","NCAPD2"
"KIF20B.2",0,0.70598865590209,0.964,0.327,0,"10","KIF20B"
"RPA3.2",0,0.704687018687198,0.989,0.601,0,"10","RPA3"
"RAD21.1",0,0.704113605033522,0.99,0.69,0,"10","RAD21"
"LMNB1.3",0,0.70114664621999,0.966,0.286,0,"10","LMNB1"
"CBX5.2",0,0.699168784245433,0.996,0.766,0,"10","CBX5"
"SIVA1.1",0,0.698375016512416,0.999,0.819,0,"10","SIVA1"
"CDC20.1",0,0.695701899140913,0.875,0.053,0,"10","CDC20"
"GGH.2",0,0.695436722521755,0.957,0.185,0,"10","GGH"
"RAD51AP1.1",0,0.69304398325454,0.962,0.23,0,"10","RAD51AP1"
"MYBL2.1",0,0.691754461918724,0.917,0.046,0,"10","MYBL2"
"MCM7.1",0,0.69046955141849,0.947,0.216,0,"10","MCM7"
"LDHA.3",0,0.688754548599142,0.996,0.836,0,"10","LDHA"
"SHCBP1.2",0,0.685865091138924,0.949,0.136,0,"10","SHCBP1"
"DHFR.1",0,0.685723525941225,0.956,0.407,0,"10","DHFR"
"MAD2L1.2",0,0.682151911529621,0.952,0.166,0,"10","MAD2L1"
"FOXM1.1",0,0.680763993387888,0.933,0.05,0,"10","FOXM1"
"HIST1H1C.1",0,0.677739630564923,0.919,0.277,0,"10","HIST1H1C"
"FBXO5.1",0,0.66810899415832,0.931,0.11,0,"10","FBXO5"
"UBE2T.1",0,0.666825671039317,0.956,0.239,0,"10","UBE2T"
"CKAP2L.1",0,0.665054870193606,0.912,0.037,0,"10","CKAP2L"
"ANLN.1",0,0.659575999749104,0.9,0.04,0,"10","ANLN"
"KIF23.1",0,0.658072064474048,0.911,0.03,0,"10","KIF23"
"PRKDC.2",0,0.657782568624193,0.994,0.836,0,"10","PRKDC"
"CARHSP1.1",0,0.65714261857178,0.984,0.602,0,"10","CARHSP1"
"FDPS.8",0,0.650977380993453,0.988,0.786,0,"10","FDPS"
"CKAP2.1",0,0.650358901180216,0.966,0.42,0,"10","CKAP2"
"CENPU.1",0,0.649476601240597,0.93,0.095,0,"10","CENPU"
"SKA2.2",0,0.648514248586503,0.982,0.482,0,"10","SKA2"
"FANCI.2",0,0.64836313333219,0.93,0.093,0,"10","FANCI"
"KIF22.1",0,0.63898692012137,0.949,0.248,0,"10","KIF22"
"USP1.1",0,0.631850632629243,0.977,0.423,0,"10","USP1"
"BUB1B.1",0,0.623880492168409,0.911,0.061,0,"10","BUB1B"
"SPC25",0,0.621673080600828,0.917,0.024,0,"10","SPC25"
"RAN.5",0,0.62118170491606,1,0.983,0,"10","RAN"
"SMC3.1",0,0.617176452855467,0.982,0.636,0,"10","SMC3"
"FADS1.6",0,0.616503567907897,0.964,0.637,0,"10","FADS1"
"EZH2.1",0,0.61351970437022,0.917,0.151,0,"10","EZH2"
"BRCA2.2",0,0.612096831134769,0.908,0.188,0,"10","BRCA2"
"MT-ND6.3",0,0.609436265248417,0.986,0.85,0,"10","MT-ND6"
"SNRPB.4",0,0.607971539921931,0.999,0.937,0,"10","SNRPB"
"MIS18BP1.1",0,0.604803618787282,0.961,0.468,0,"10","MIS18BP1"
"CDCA8.1",0,0.601982709946718,0.887,0.056,0,"10","CDCA8"
"MZT2A.3",0,0.598654605950616,0.999,0.836,0,"10","MZT2A"
"C21orf58.1",0,0.579687511520035,0.895,0.105,0,"10","C21orf58"
"HMGB3.1",0,0.576046478320936,0.933,0.33,0,"10","HMGB3"
"KIFC1.1",0,0.5706467987561,0.882,0.033,0,"10","KIFC1"
"SRSF3.4",0,0.568911755776956,0.999,0.903,0,"10","SRSF3"
"LSM4.3",0,0.566774089641704,0.998,0.932,0,"10","LSM4"
"BARD1.2",0,0.566119072754535,0.933,0.258,0,"10","BARD1"
"BRCA1.1",0,0.564087354610967,0.887,0.117,0,"10","BRCA1"
"HNRNPA2B1.4",0,0.560312443439988,1,0.998,0,"10","HNRNPA2B1"
"ARHGAP11A.1",0,0.559087734957394,0.858,0.057,0,"10","ARHGAP11A"
"MZT2B.1",0,0.552401660835845,1,0.969,0,"10","MZT2B"
"GMNN.1",0,0.552264146416552,0.923,0.287,0,"10","GMNN"
"NCAPD3.1",0,0.550013737535971,0.92,0.27,0,"10","NCAPD3"
"TTF2.2",0,0.544986736833043,0.945,0.401,0,"10","TTF2"
"ZDHHC12.1",0,0.544295898176697,0.988,0.671,0,"10","ZDHHC12"
"BUB3.1",0,0.54362895913136,0.977,0.625,0,"10","BUB3"
"HNRNPAB.3",0,0.541441638857706,0.989,0.868,0,"10","HNRNPAB"
"NUF2.1",0,0.53948774562298,0.873,0.045,0,"10","NUF2"
"PRR11.1",0,0.538132772836082,0.898,0.197,0,"10","PRR11"
"PARP1.2",0,0.533572471784044,0.98,0.744,0,"10","PARP1"
"ALYREF.2",0,0.532102346685883,0.962,0.586,0,"10","ALYREF"
"CDCA2.1",0,0.526384739262242,0.849,0.03,0,"10","CDCA2"
"KIF2C.1",0,0.524482479024896,0.868,0.033,0,"10","KIF2C"
"KIF14.1",0,0.521820524258456,0.796,0.031,0,"10","KIF14"
"MELK.2",0,0.5194019192481,0.872,0.057,0,"10","MELK"
"PSIP1.1",0,0.518854081241763,0.94,0.45,0,"10","PSIP1"
"ASF1B.1",0,0.517273201220181,0.879,0.078,0,"10","ASF1B"
"NCAPG2.1",0,0.515657288184728,0.854,0.079,0,"10","NCAPG2"
"MND1.1",0,0.514916282299912,0.855,0.042,0,"10","MND1"
"PRC1.1",0,0.513569449064126,0.866,0.071,0,"10","PRC1"
"ORC6.1",0,0.512614191982426,0.919,0.286,0,"10","ORC6"
"CCNF.1",0,0.512333188110878,0.836,0.043,0,"10","CCNF"
"CENPN.1",0,0.511370244754874,0.879,0.096,0,"10","CENPN"
"HJURP.1",0,0.508500858411478,0.832,0.024,0,"10","HJURP"
"HIST1H1E",0,0.508280977120603,0.821,0.142,0,"10","HIST1H1E"
"MAZ.1",0,0.506173002853942,0.982,0.729,0,"10","MAZ"
"BUB1.1",0,0.505235409328646,0.848,0.063,0,"10","BUB1"
"RACGAP1.1",0,0.505105719488828,0.886,0.132,0,"10","RACGAP1"
"SNRNP25.1",0,0.503973407246093,0.977,0.675,0,"10","SNRNP25"
"KIF15.1",0,0.502992570354549,0.827,0.032,0,"10","KIF15"
"PSMC3.2",0,0.502362795930769,0.98,0.701,0,"10","PSMC3"
"RBBP7.2",0,0.501329846956027,0.985,0.681,0,"10","RBBP7"
"HIST2H2AC",0,0.499536581547003,0.821,0.141,0,"10","HIST2H2AC"
"CDCA5",0,0.497966012845804,0.846,0.043,0,"10","CDCA5"
"NCAPH.1",0,0.497526757354871,0.857,0.064,0,"10","NCAPH"
"DDX39A.1",0,0.496383147101302,0.971,0.61,0,"10","DDX39A"
"TPR.1",0,0.496163724126409,0.989,0.833,0,"10","TPR"
"LIG1.1",0,0.489454241989689,0.859,0.139,0,"10","LIG1"
"NSD2.1",0,0.487283656957974,0.905,0.258,0,"10","NSD2"
"XRCC5.1",0,0.485714998690965,0.998,0.972,0,"10","XRCC5"
"HIRIP3.1",0,0.484343537917085,0.872,0.192,0,"10","HIRIP3"
"SNRPG.3",0,0.483566709713564,0.999,0.969,0,"10","SNRPG"
"RPL39L.2",0,0.474467745455662,0.889,0.323,0,"10","RPL39L"
"DCK.2",0,0.474167714882565,0.975,0.646,0,"10","DCK"
"CCDC34",0,0.473655634746009,0.802,0.1,0,"10","CCDC34"
"HP1BP3.1",0,0.471134769476657,0.991,0.819,0,"10","HP1BP3"
"DBF4.1",0,0.468262077460028,0.913,0.409,0,"10","DBF4"
"DIAPH3.1",0,0.466943143876669,0.799,0.039,0,"10","DIAPH3"
"TCF19.1",0,0.466823625478325,0.825,0.063,0,"10","TCF19"
"DNAJC9.1",0,0.466362175760637,0.909,0.371,0,"10","DNAJC9"
"HMGN1.2",0,0.462886600833915,1,0.993,0,"10","HMGN1"
"HNRNPD.2",0,0.462494582002555,0.998,0.933,0,"10","HNRNPD"
"SSRP1.1",0,0.461841546667663,0.932,0.479,0,"10","SSRP1"
"HNRNPR.2",0,0.459263029992356,0.993,0.829,0,"10","HNRNPR"
"SFPQ.2",0,0.455513693556659,0.995,0.918,0,"10","SFPQ"
"CEP78.1",0,0.455436003982154,0.888,0.294,0,"10","CEP78"
"NUDT1.1",0,0.454846991191684,0.985,0.743,0,"10","NUDT1"
"FAM111B.1",0,0.454466141971701,0.586,0.04,0,"10","FAM111B"
"SPAG5.1",0,0.452574636742651,0.816,0.04,0,"10","SPAG5"
"MXD3",0,0.452307206939682,0.812,0.053,0,"10","MXD3"
"SAC3D1.1",0,0.452144997399021,0.925,0.468,0,"10","SAC3D1"
"SUZ12.1",0,0.450750338342693,0.974,0.692,0,"10","SUZ12"
"BANF1.2",0,0.450288307328521,0.998,0.921,0,"10","BANF1"
"SPC24.1",0,0.447250533375859,0.802,0.028,0,"10","SPC24"
"MCM4.1",0,0.442689237651338,0.817,0.154,0,"10","MCM4"
"ATAD5.1",0,0.442086389407995,0.84,0.183,0,"10","ATAD5"
"KIF4A.1",0,0.439188684490621,0.782,0.032,0,"10","KIF4A"
"SRSF2.1",0,0.438644208805015,0.991,0.869,0,"10","SRSF2"
"CBX3.4",0,0.434021962628515,0.996,0.941,0,"10","CBX3"
"LSM3.2",0,0.433053674529237,0.997,0.907,0,"10","LSM3"
"UQCC2.2",0,0.432016878373924,0.994,0.821,0,"10","UQCC2"
"CTCF",0,0.431448371452339,0.955,0.607,0,"10","CTCF"
"SUPT16H.1",0,0.431226181950612,0.974,0.759,0,"10","SUPT16H"
"MCM5.2",0,0.431219937774925,0.929,0.507,0,"10","MCM5"
"CDKN2A.1",0,0.430116309358186,0.912,0.438,0,"10","CDKN2A"
"CKAP5.1",0,0.429806826524024,0.898,0.404,0,"10","CKAP5"
"HNRNPA3.2",0,0.429487704283471,1,0.98,0,"10","HNRNPA3"
"HPRT1.1",0,0.427952600700019,0.955,0.591,0,"10","HPRT1"
"CRNDE.1",0,0.425464297932307,0.783,0.119,0,"10","CRNDE"
"TROAP.1",0,0.424692020873389,0.78,0.047,0,"10","TROAP"
"CIP2A.1",0,0.423925902984538,0.833,0.111,0,"10","CIP2A"
"HAT1.1",0,0.423478881789033,0.93,0.491,0,"10","HAT1"
"CIT.1",0,0.423060387834867,0.777,0.048,0,"10","CIT"
"LSM2.1",0,0.419116893197942,0.982,0.755,0,"10","LSM2"
"KNSTRN.1",0,0.41601317431248,0.854,0.292,0,"10","KNSTRN"
"PXMP2.1",0,0.415124854011476,0.873,0.245,0,"10","PXMP2"
"ANAPC11.1",0,0.415043183538857,0.999,0.963,0,"10","ANAPC11"
"TFDP1.1",0,0.414033590402786,0.963,0.621,0,"10","TFDP1"
"CNTRL.1",0,0.41324198975455,0.922,0.5,0,"10","CNTRL"
